white;32;416;32;32;
white;32;384;32;32;
white;32;352;32;32;
white;32;320;32;32;
white;64;320;32;32;
white;96;320;32;32;
white;128;320;32;32;
white;160;320;32;32;
white;192;320;32;32;
white;224;320;32;32;
white;256;320;32;32;
white;256;352;32;32;
white;256;384;32;32;
white;256;416;32;32;
white;224;416;32;32;
white;192;416;32;32;
white;160;416;32;32;
white;128;416;32;32;
white;96;416;32;32;
white;64;416;32;32;
white;64;384;32;32;
white;64;352;32;32;
white;96;352;32;32;
white;128;352;32;32;
white;160;352;32;32;
white;192;352;32;32;
white;224;352;32;32;
white;224;384;32;32;
white;192;384;32;32;
white;160;384;32;32;
white;128;384;32;32;
white;96;384;32;32;
white;288;416;32;32;
white;320;416;32;32;
white;352;416;32;32;
white;384;416;32;32;
white;384;384;32;32;
white;352;384;32;32;
white;320;384;32;32;
white;288;384;32;32;
white;288;352;32;32;
white;320;352;32;32;
white;352;352;32;32;
white;384;352;32;32;
white;384;320;32;32;
white;352;320;32;32;
white;320;320;32;32;
white;288;320;32;32;
white;32;288;32;32;
white;64;288;32;32;
white;96;288;32;32;
white;128;288;32;32;
white;160;288;32;32;
white;192;288;32;32;
white;224;288;32;32;
white;256;288;32;32;
white;288;288;32;32;
white;320;288;32;32;
white;352;288;32;32;
white;384;288;32;32;
white;384;256;32;32;
white;352;256;32;32;
white;320;256;32;32;
white;288;256;32;32;
white;256;256;32;32;
white;224;256;32;32;
white;192;256;32;32;
white;160;256;32;32;
white;128;256;32;32;
white;96;256;32;32;
white;64;256;32;32;
white;32;256;32;32;
white;32;224;32;32;
white;64;224;32;32;
white;96;224;32;32;
white;128;224;32;32;
white;160;224;32;32;
white;192;224;32;32;
white;224;224;32;32;
white;256;224;32;32;
white;288;224;32;32;
white;320;224;32;32;
white;352;224;32;32;
white;384;224;32;32;
white;352;192;32;32;
white;320;192;32;32;
white;288;192;32;32;
white;256;192;32;32;
white;224;192;32;32;
white;192;192;32;32;
white;160;192;32;32;
white;128;192;32;32;
white;96;192;32;32;
white;64;192;32;32;
white;32;192;32;32;
white;32;160;32;32;
white;64;160;32;32;
white;96;160;32;32;
white;128;160;32;32;
white;160;160;32;32;
white;192;160;32;32;
white;224;160;32;32;
white;256;160;32;32;
white;288;160;32;32;
white;320;160;32;32;
white;352;160;32;32;
white;384;160;32;32;
white;384;192;32;32;
white;384;128;32;32;
white;352;128;32;32;
white;320;128;32;32;
white;288;128;32;32;
white;256;128;32;32;
white;224;128;32;32;
white;192;128;32;32;
white;160;128;32;32;
white;128;128;32;32;
white;96;128;32;32;
white;64;128;32;32;
white;32;128;32;32;
